3.991992e+002,6.483860e+001
4.011277e+002,6.689225e+001
4.030562e+002,6.784200e+001
4.049847e+002,7.063403e+001
4.069132e+002,7.299046e+001
4.088417e+002,7.323483e+001
4.107702e+002,7.291757e+001
4.126987e+002,7.321937e+001
4.146272e+002,7.342204e+001
4.165557e+002,7.357320e+001
4.184842e+002,7.489749e+001
4.204127e+002,7.580871e+001
4.223412e+002,7.540778e+001
4.242697e+002,7.533775e+001
4.261982e+002,7.481121e+001
4.281267e+002,7.314600e+001
4.300552e+002,7.189288e+001
4.319837e+002,7.204890e+001
4.339122e+002,7.137563e+001
4.358407e+002,7.029696e+001
4.377692e+002,6.902885e+001
4.396977e+002,6.711245e+001
4.416262e+002,6.467605e+001
4.435547e+002,6.240579e+001
4.454832e+002,6.075457e+001
4.474117e+002,5.851656e+001
4.493401e+002,5.622662e+001
4.512686e+002,5.498842e+001
4.531971e+002,5.272978e+001
4.551256e+002,4.965347e+001
4.570541e+002,4.782660e+001
4.589826e+002,4.570150e+001
4.609111e+002,4.390278e+001
4.628396e+002,4.403856e+001
4.647681e+002,4.547495e+001
4.666966e+002,4.637394e+001
4.686251e+002,4.717666e+001
4.705536e+002,4.871837e+001
4.724821e+002,5.018805e+001
4.744106e+002,5.194960e+001
4.763391e+002,5.470873e+001
4.782676e+002,5.735894e+001
4.801961e+002,5.887939e+001
4.821246e+002,6.026387e+001
4.840531e+002,6.166407e+001
4.859816e+002,6.206826e+001
4.879101e+002,6.240266e+001
4.898386e+002,6.322223e+001
4.917671e+002,6.387783e+001
4.936956e+002,6.396543e+001
4.956241e+002,6.431554e+001
4.975526e+002,6.453998e+001
4.994811e+002,6.366313e+001
5.014096e+002,6.289153e+001
5.033381e+002,6.255748e+001
5.052666e+002,6.181009e+001
5.071951e+002,6.110583e+001
5.091236e+002,6.070000e+001
5.110521e+002,5.970391e+001
5.129806e+002,5.828283e+001
5.149091e+002,5.707094e+001
5.168376e+002,5.585828e+001
5.187661e+002,5.401653e+001
5.206946e+002,5.226277e+001
5.226231e+002,5.109941e+001
5.245516e+002,4.962978e+001
5.264801e+002,4.733086e+001
5.284086e+002,4.523119e+001
5.303371e+002,4.298334e+001
5.322656e+002,4.053537e+001
5.341941e+002,3.872806e+001
5.361226e+002,3.734508e+001
5.380511e+002,3.531504e+001
5.399796e+002,3.340798e+001
5.419081e+002,3.184304e+001
5.438365e+002,3.003207e+001
5.457651e+002,2.776859e+001
5.476936e+002,2.654240e+001
5.496221e+002,2.612181e+001
5.515506e+002,2.564850e+001
5.534791e+002,2.605157e+001
5.554076e+002,2.627996e+001
5.573361e+002,2.528058e+001
5.592646e+002,2.496993e+001
5.611931e+002,2.570784e+001
5.631216e+002,2.595302e+001
5.650500e+002,2.630607e+001
5.669786e+002,2.727292e+001
5.689070e+002,2.826932e+001
5.708356e+002,2.835924e+001
5.727640e+002,2.859351e+001
5.746926e+002,2.924174e+001
5.766210e+002,3.018317e+001
5.785496e+002,3.202094e+001
5.804780e+002,3.494969e+001
5.824066e+002,3.746471e+001
5.843350e+002,3.941035e+001
5.862635e+002,4.183264e+001
5.881920e+002,4.429638e+001
5.901205e+002,4.632156e+001
5.920490e+002,4.850872e+001
5.939775e+002,5.068106e+001
5.959060e+002,5.245056e+001
5.978345e+002,5.417643e+001
5.997631e+002,5.591167e+001
6.016915e+002,5.726068e+001
6.036201e+002,5.827608e+001
6.055485e+002,5.944129e+001
6.074771e+002,6.080502e+001
6.094055e+002,6.206706e+001
6.113340e+002,6.333662e+001
