05/07/2023 14:07:08
User name: Gabs
Comments: programa 3
Time (min)	Weight (mg)	Deriv. Weight (%/°C)	Relative Mass (%)	Temperature (°C)	Balance Purge Flow (mL/min)	Sample Purge Flow (mL/min)
0.000666667	6.474337	0.07446069	100.0	22.89108	40.01065	60.00839
0.004166667	6.475406	0.07446094	100.0165113431692	22.89168	39.99701	60.00113
0.0125	6.47487	0.07446206	100.00823250318913	22.89421	40.01457	59.97934
0.02083334	6.47257	0.07446228	99.97270763014036	22.89473	39.98047	60.00684
0.02916666	6.471776	0.07446382	99.96044382614004	22.8982	39.98512	60.02136
0.0375	6.47298	0.07446606	99.97904032490122	22.90324	40.01513	60.00022
0.04583334	6.473785	0.07446794	99.9914740304683	22.9075	39.98587	59.99252
0.05416668	6.473145	0.07447046	99.98158884840254	22.91318	39.99458	59.97379
0.0625	6.472711	0.07447284	99.97488545931421	22.9185	39.98987	60.01985
0.07083332	6.47249	0.07411408	99.97147198238213	22.92792	40.0229	59.99049
0.07916666	6.471252	0.07412084	99.95235033332371	22.93539	39.99143	60.00984
0.0875	6.469789	0.07412921	99.92975342494528	22.9446	40.01167	60.00295
0.09583332	6.470399	0.07413649	99.9391752391017	22.95256	40.009	59.97545
0.1041666	6.471914	0.07414844	99.96257531852297	22.96554	39.98369	59.9856
0.1125	6.47187	0.07416259	99.96189571225594	22.98076	40.01011	60.03122
0.1208333	6.47031	0.07417469	99.93780058097067	22.99368	39.9887	59.98512
0.1291666	6.469469	0.07392447	99.92481083391242	23.00715	40.01326	60.00657
0.1375	6.469291	0.07392969	99.92206151765038	23.0242	40.0054	60.02575
0.1458333	6.468764	0.07393488	99.91392168804312	23.04096	39.99353	59.98011
0.1541667	6.468574	0.07394024	99.91098702461734	23.05808	39.98221	60.01568
0.1625	6.469684	0.07394687	99.92813163726262	23.07897	39.98684	59.9983
0.1708334	6.470318	0.07373288	99.9379241457465	23.09742	40.01617	59.98938
0.1791666	6.469034	0.0737278	99.9180919992271	23.11997	40.03404	59.96798
0.1875	6.467302	0.0737226	99.89134022526167	23.14296	39.98412	60.00691
0.1958334	6.467146	0.07371736	99.88893071213315	23.16577	39.97958	60.04468
0.2041667	6.467768	0.07348872	99.8985378734533	23.18979	40.00898	59.98684
0.2125	6.467786	0.07346528	99.8988158941989	23.21716	39.9963	59.99739
0.2208333	6.467742	0.07344046	99.89813628793188	23.24575	40.00719	60.00521
0.2291667	6.467972	0.07315528	99.90168877523674	23.27334	39.9906	60.0015
0.2375	6.467412	0.07311978	99.89303924092923	23.3048	40.00038	59.97451
0.2458334	6.465825	0.07308593	99.86852707852556	23.33436	40.02926	59.99568
0.2541666	6.464994	0.07274036	99.85569178743707	23.36911	39.9803	60.02717
0.2625	6.465839	0.07271684	99.86874331688325	23.40164	40.00303	59.97664
0.2708334	6.466668	0.07236704	99.8815477167778	23.43764	39.9938	60.01688
0.2791667	6.4663	0.07238084	99.87586373709	23.47203	40.00711	60.01374
0.2875	6.46559	0.07211875	99.8648973632358	23.5098	40.00686	60.00484
0.2958333	6.465128	0.07215863	99.85776149743208	23.54944	39.98594	59.98738
0.3041667	6.464412	0.0720125	99.84670244999604	23.58783	39.98496	59.993
0.3125	6.4636	0.0720213	99.8341606252501	23.62735	39.99722	60.013
0.3208333	6.463862	0.07188103	99.83820737165829	23.6691	40.03111	59.99776
0.3291667	6.464902	0.07184884	99.85427079251514	23.71436	39.97476	60.01141
0.3375	6.464944	0.07162849	99.85491950758819	23.75652	40.01614	59.97393
0.3458333	6.463708	0.07159472	99.8358287497237	23.80136	40.00217	59.99436
0.3541666	6.462709	0.07133269	99.82039859834296	23.84724	39.99576	59.99766
0.3625	6.462566	0.07130575	99.81818987797514	23.89594	40.00186	60.00606
0.3708334	6.462549	0.07103269	99.81792730282652	23.94545	39.98347	60.00723
0.3791666	6.4625	0.0710191	99.81717046857462	23.99568	40.02139	60.03198
0.3875	6.462943	0.0707752	99.82401286803575	24.04625	39.97776	59.98115
0.3958334	6.463138	0.07057779	99.8270247594464	24.09673	39.99402	59.98313
0.4041666	6.46231	0.07061352	99.81423580514885	24.1477	40.03267	59.99288
0.4125	6.46097	0.07050046	99.79353870519869	24.20355	40.00269	60.01433
0.4208333	6.460613	0.0704194	99.78802462707765	24.258	39.98117	59.99693
0.4291667	6.46111	0.07038745	99.79570108877557	24.31416	39.99014	59.97616
0.4375	6.461443	0.07020342	99.80084447256917	24.36934	40.01728	60.03536
0.4458333	6.46128	0.06993738	99.7983268402618	24.42566	39.99756	60.002
0.4541667	6.460985	0.06991678	99.79377038915335	24.48568	39.99859	59.99478
0.4625	6.460347	0.06970374	99.78391609828155	24.54444	39.98038	59.9994
0.4708334	6.459387	0.06953874	99.76908832518295	24.60512	40.02428	59.98986
0.4791666	6.458794	0.06955585	99.75992908617516	24.66194	39.9928	60.00805
0.4875	6.459269	0.06942371	99.76726574473957	24.72565	39.98782	59.97075
0.4958334	6.459906	0.06931724	99.77710459001439	24.79031	40.0046	60.0255
0.5041666	6.45975	0.06922993	99.77469507688585	24.85194	40.00944	59.98802
0.5125	6.458934	0.06921411	99.76209146975204	24.91644	40.01191	59.98687
0.5208332	6.458226	0.06905997	99.7511559870918	24.9816	39.99373	60.04054
0.5291666	6.457724	0.06886889	99.74340229740898	25.04512	40.01807	59.97969
0.5375	6.457439	0.06869018	99.73900030227033	25.11505	39.98628	60.00684
0.5458334	6.457574	0.06858997	99.74108545786233	25.18138	39.98164	59.99537
0.5541668	6.458068	0.06863344	99.74871558276932	25.24959	40.00672	60.01748
0.5625	6.457953	0.06856662	99.74693933911688	25.31689	40.00918	59.96972
0.5708332	6.457028	0.06849051	99.73265216191248	25.38884	39.98137	60.01711
0.5791666	6.45603	0.0683947	99.71723745612871	25.45564	40.0486	59.9882
0.5875	6.455737	0.0682908	99.71271189621423	25.52497	39.94074	60.00756
0.5958334	6.455834	0.0681692	99.71421011912108	25.59791	40.01075	60.00508
0.6041668	6.455988	0.0681447	99.71658874105563	25.66934	40.04484	59.98783
0.6125	6.456016	0.0680357	99.71702121777102	25.7425	39.98046	60.01504
0.6208334	6.455787	0.06797434	99.71348417606312	25.81498	39.99939	60.01238
0.6291666	6.455012	0.06795672	99.70151383840538	25.8853	39.97544	59.985
0.6375	6.454108	0.06792866	99.68755101873751	25.96144	39.9989	59.98366
0.6458332	6.453657	0.0678397	99.68058505450055	26.03464	40.02089	59.99996
0.6541666	6.453897	0.067727	99.68429199777522	26.11132	39.99203	60.01676
0.6625	6.454196	0.06764678	99.68891023127155	26.18405	40.0057	59.99384
0.6708334	6.454087	0.06758416	99.687226661201	26.26096	39.9859	60.01741
0.6791668	6.453535	0.06758799	99.67870069166926	26.3353	40.0135	59.98205
0.6875	6.452829	0.06754774	99.66779610020299	26.41337	39.99777	59.98799
0.6958332	6.452176	0.06753397	99.65771012537652	26.49093	39.98898	60.0234
0.7041666	6.451885	0.06751419	99.65321545665601	26.56559	40.00828	60.03426
0.7125	6.452018	0.06744886	99.65526972105405	26.64356	40.00361	59.94512
0.7208334	6.452276	0.06735063	99.65925468507432	26.7243	39.9948	60.02428
0.7291668	6.452145	0.06728116	99.65723131187023	26.80258	40.00514	59.98182
0.7375	6.451462	0.06725507	99.64668196913445	26.87973	39.99717	60.00383
0.7458334	6.450599	0.06723655	99.63335241894266	26.95741	39.98896	60.0098
0.7541666	6.450051	0.06720575	99.62488823179886	27.03832	40.02722	59.99722
0.7625	6.450014	0.06717972	99.6243167447107	27.11878	40.00051	59.9845
0.7708332	6.450202	0.06713907	99.6272205169425	27.19615	39.99902	60.01713
0.7791666	6.450229	0.067062	99.6276375480609	27.27662	40.0003	59.99526
0.7875	6.44989	0.06697984	99.62240149068545	27.35642	40.00001	60.01306
0.7958334	6.449203	0.06695237	99.61179036556175	27.43643	39.9698	59.98322
0.8041668	6.448355	0.06696634	99.59869249932464	27.51787	40.02429	60.0052
0.8125	6.447844	0.06695295	99.590799799269	27.59977	40.00708	60.01822
0.8208332	6.447816	0.06690288	99.59036732255365	27.68198	39.96635	59.98559
0.8291666	6.4481	0.06685794	99.59475387209532	27.76248	40.02948	60.00176
0.8375	6.44804	0.06681964	99.59382713627664	27.84294	39.97204	59.9873
0.8458334	6.447407	0.06526625	99.58405007338975	27.92538	40.00975	59.99344
0.8541668	6.446597	0.06418381	99.57153913983778	28.0055	40.00628	60.01124
0.8625	6.446044	0.06382895	99.5629977247091	28.08632	40.0032	59.98054
0.8708332	6.445722	0.06343168	99.55802424248228	28.16939	39.99511	60.02537
0.8791668	6.445699	0.06324231	99.55766899375179	28.25354	40.01512	59.99463
0.8875	6.445813	0.06292432	99.55942979180725	28.33805	39.99184	59.99366
0.8958332	6.445732	0.06298566	99.55817869845205	28.41998	39.97586	60.00115
0.9041666	6.4451	0.06286305	99.54841708116213	28.50234	40.02981	60.01105
0.9125	6.444175	0.06278244	99.53412990395773	28.5833	39.98098	59.99154
0.9208334	6.443635	0.06286656	99.52578928158975	28.66759	39.9931	59.97906
0.9291668	6.443616	0.06298145	99.52549581524718	28.75081	40.02534	60.01914
0.9375	6.443626	0.06284916	99.52565027121696	28.83306	39.99715	59.9918
0.9458332	6.443521	0.06291475	99.5240284835343	28.91824	39.9999	60.01295
0.9541666	6.443262	0.0629937	99.52002807391706	29.0009	39.9814	60.02288
0.9625	6.44272	0.0630925	99.51165656035512	29.0834	40.00639	59.98882
0.9708334	6.441868	0.06305736	99.49849691173011	29.16756	39.99754	59.9794
0.9791668	6.441194	0.06311518	99.48808657936712	29.25106	40.00125	60.01257
0.9875	6.441168	0.06331455	99.4876849938457	29.33423	40.02893	59.99775
0.9958332	6.441508	0.06336865	99.49293649681812	29.4175	39.97666	59.99905
1.004167	6.441329	0.06335797	99.4901717349591	29.5011	40.00226	59.98852
1.0125	6.440722	0.06333831	99.48079625759362	29.58792	39.99345	60.00451
1.020833	6.44012	0.06352782	99.47149800821305	29.66944	40.0134	60.0028
1.029167	6.4396	0.06372492	99.46346629778463	29.75228	39.99012	60.0036
1.0375	6.439044	0.06380557	99.454878545865	29.8352	40.0173	59.98867
1.045834	6.438832	0.063795	99.45160407930572	29.92141	39.9773	60.01728
1.054167	6.439043	0.06383943	99.45486310026801	30.00304	40.01688	59.975
1.0625	6.438965	0.06393418	99.45365834370375	30.08374	39.98559	60.01199
1.070833	6.438199	0.06406509	99.44182701641881	30.17172	40.00055	60.00875
1.079166	6.437306	0.06421966	99.42803409831772	30.25309	40.02194	59.9963
1.0875	6.436874	0.0642728	99.42136160042334	30.33875	39.9645	59.97528
1.095833	6.436734	0.06430068	99.41919921684645	30.42114	40.02078	60.0234
1.104166	6.436524	0.06437238	99.41595564148113	30.50372	40.00164	59.99941
1.1125	6.436355	0.06451539	99.41334533559188	30.5893	39.98944	60.00482
1.120833	6.436282	0.06470452	99.41221780701251	30.66958	40.00232	59.9975
1.129167	6.435737	0.06479135	99.40379995665964	30.75322	40.00107	59.98495
1.1375	6.434759	0.06482588	99.38869416281543	30.83949	39.99606	60.01099
1.145834	6.434121	0.06487712	99.37883987194365	30.9218	40.0218	59.99816
1.154167	6.434199	0.06497056	99.3800446285079	31.00664	40.00369	60.02286
1.1625	6.43429	0.06508618	99.38145017783287	31.08838	39.95995	60.00204
1.170834	6.433906	0.06518811	99.37551906859343	31.17191	40.00638	59.97715
1.179167	6.433426	0.06526801	99.36810518204412	31.25696	40.00019	59.98916
1.1875	6.433008	0.06533018	99.36164892250743	31.33725	40.03055	60.023
1.195833	6.432368	0.06536876	99.35176374044168	31.41755	39.97574	60.01044
1.204166	6.431653	0.0654146	99.3407201386026	31.50278	40.02581	59.9968
1.2125	6.431512	0.06550332	99.33854230942875	31.58742	40.00447	59.97657
1.220833	6.431843	0.0655824	99.34365480202837	31.6692	39.99914	60.01998
1.229166	6.431676	0.06561461	99.3410753873331	31.75248	39.98538	60.00814
1.2375	6.430884	0.06562507	99.32884247452672	31.83552	40.00552	59.99585
1.245833	6.430208	0.06565345	99.31840125096979	31.91767	39.9995	60.0034
1.254167	6.429916	0.065706	99.3138911366523	32.00037	39.97442	59.9587
1.2625	6.42952	0.06576806	99.30777468024911	32.08172	40.01613	60.026
1.270834	6.429222	0.06583376	99.30317189234975	32.16533	39.99686	59.97748
1.279167	6.429266	0.06588209	99.30385149861677	32.2487	40.00256	60.01426
1.2875	6.429284	0.0658873	99.30412951936236	32.33031	39.97684	60.0088
1.295834	6.428604	0.0658692	99.29362651341751	32.41458	39.993	59.9994
1.304167	6.427656	0.06586828	99.27898408748263	32.49705	40.0117	60.00307
1.3125	6.427253	0.06590674	99.2727595119006	32.5784	40.04154	59.97456
1.320833	6.427276	0.06596	99.27311476063109	32.66033	39.97938	60.01331
1.329166	6.427078	0.0660097	99.27005653242949	32.74152	39.99006	60.00391
1.3375	6.426719	0.06602597	99.2645115631145	32.82516	39.9957	59.98824
1.345833	6.426474	0.06599436	99.26072739185494	32.90618	39.99821	60.0102
1.354166	6.426062	0.06595648	99.25436380590013	32.98625	40.01023	60.02543
1.3625	6.425225	0.06595478	99.24143584122976	33.06875	40.0229	59.97084
1.370833	6.42457	0.06596818	99.23131897520935	33.15096	39.97548	60.01582
1.379167	6.424668	0.06599376	99.23283264371317	33.23191	40.01517	59.97936
1.3875	6.424812	0.0660083	99.23505680967797	33.31401	39.96628	60.02534
1.395834	6.424392	0.0660238	99.22856965894732	33.39699	40.02417	59.9933
1.404167	6.423764	0.06601671	99.21886982404531	33.48009	39.99942	59.98438
1.4125	6.42335	0.065982	99.21247534689653	33.56136	39.97843	60.00479
1.420834	6.42287	0.06597351	99.20506146034721	33.64197	40.02022	60.0094
1.429167	6.42229	0.06601402	99.19610301410013	33.72391	39.98636	59.99766
1.4375	6.422066	0.06605348	99.19264320037712	33.80704	40.00456	60.0061
1.445833	6.422232	0.06606631	99.19520716947542	33.8867	40.01044	59.99316
1.454166	6.422105	0.0660629	99.19324557865924	33.96744	40.00365	60.00332
1.4625	6.421322	0.06605828	99.18115167622568	34.04823	39.9925	59.99
1.470833	6.420618	0.06604238	99.17027797595337	34.1307	39.99513	60.00674
1.479166	6.420358	0.06602618	99.16626212073916	34.21132	40.00914	59.99844
1.4875	6.420176	0.06604863	99.1634510220892	34.294	39.98137	59.98982
1.495833	6.419854	0.06610475	99.15847753986237	34.37488	40.01269	60.01509
1.504167	6.4197	0.06612038	99.1560989179278	34.4553	39.99144	60.00752
1.5125	6.419621	0.06608791	99.15487871576657	34.535	40.01736	60.00026
1.520834	6.419042	0.06605384	99.14593571511647	34.61682	40.01282	59.98196
1.529167	6.418155	0.06604529	99.13223547059721	34.69688	39.97618	59.99769
1.5375	6.417712	0.066033	99.12539307113607	34.77695	40.01951	60.07716
1.545834	6.417746	0.06602362	99.12591822143332	34.86125	39.97438	59.92166
1.554167	6.417644	0.0660416	99.1243427705416	34.94077	40.01514	59.998
1.5625	6.417172	0.06606094	99.1170524487681	35.0215	39.98818	60.00786
1.570833	6.416796	0.06603241	99.11124490430447	35.10146	39.99565	59.99232
1.579166	6.416425	0.06597478	99.10551458782575	35.18288	40.00918	60.00992
1.5875	6.415826	0.06594336	99.09626267523609	35.26135	40.00262	59.9849
1.595833	6.415188	0.06594134	99.08640838436429	35.34478	39.99942	60.02024
1.604166	6.415098	0.06593194	99.0850182806363	35.42372	40.00662	60.00282
1.6125	6.415217	0.06590682	99.08685630667665	35.50488	39.98328	60.00713
1.620833	6.414822	0.06590796	99.08075529587045	35.58386	40.01042	59.9901
1.629167	6.414156	0.06590262	99.07046852828329	35.6637	40.00364	59.99219
1.6375	6.413684	0.06582954	99.06317820650979	35.74594	39.99878	59.98347
1.645834	6.4134	0.0657193	99.05879165696811	35.8281	39.98471	60.00521
1.654167	6.412955	0.06567071	99.05191836631303	35.90738	39.97967	60.01558
1.6625	6.412627	0.06569925	99.04685221050433	35.98594	40.02919	60.01944
1.670834	6.41263	0.06571335	99.04689854729527	36.0674	40.0185	59.957
1.679166	6.412496	0.06567249	99.04482883730024	36.14963	39.99029	60.01626
1.6875	6.411895	0.06562609	99.03554603351664	36.22814	40.008	60.00448
1.695834	6.411269	0.06557878	99.02587708980857	36.30808	39.96242	60.01424
1.704166	6.411048	0.06550754	99.02246361287649	36.38875	40.01475	59.98018
1.7125	6.410991	0.06544494	99.02158321384876	36.47189	40.01206	60.00907
1.720833	6.410696	0.06544514	99.01702676274033	36.5482	40.00405	60.00205
1.729166	6.41037	0.06547869	99.01199149812561	36.63148	39.99844	59.99038
1.7375	6.410135	0.06545611	99.00836178283583	36.71092	40.02122	59.9931
1.745833	6.409661	0.0653745	99.00104056986838	36.78914	39.96944	59.99802
1.754167	6.408935	0.06529676	98.98982706646254	36.8699	40.01066	60.0387
1.7625	6.408465	0.06525087	98.98256763588302	36.94993	39.99304	59.96468
1.770834	6.408484	0.06520623	98.9828611022256	37.03041	40.01108	60.01475
1.779167	6.408476	0.06516919	98.98273753744978	37.10999	39.99704	60.02163
1.7875	6.408062	0.06515908	98.97634306030099	37.18954	39.99559	59.98261
1.795834	6.407574	0.06514026	98.96880560897587	37.26956	39.98495	59.98758
1.804166	6.407185	0.0650689	98.96279727175154	37.34976	40.0045	60.01768
1.8125	6.406739	0.0649653	98.95590853549946	37.4315	39.99484	59.98428
1.820834	6.406312	0.06489682	98.94931326558996	37.51022	40.00416	60.00568
1.829166	6.406202	0.06486544	98.94761424992242	37.58855	40.00012	59.9698
1.8375	6.406241	0.06483308	98.94821662820455	37.67091	40.00034	60.01182
1.845833	6.405938	0.06478426	98.9435366123203	37.74988	39.99237	60.00959
1.854166	6.405303	0.06472986	98.93372865823945	37.8293	40.00373	60.021
1.8625	6.404822	0.06466352	98.92629932609316	37.91096	40.01106	60.0457
1.870833	6.404589	0.06457066	98.92270050199734	37.9899	40.01097	59.93216
1.879167	6.404358	0.06448126	98.9191325690955	38.06944	39.99836	60.00492
1.8875	6.404036	0.06441941	98.91415908686866	38.14856	39.9787	60.0006
1.895834	6.403872	0.06443212	98.9116260089643	38.22887	40.0312	60.02205
1.904167	6.403627	0.06442097	98.90784183770477	38.30925	39.96347	59.9769
1.9125	6.403042	0.06433387	98.8988061634728	38.38908	40.03537	60.01293
1.920834	6.402335	0.06422906	98.88788612640954	38.47026	39.9782	60.01142
1.929166	6.401965	0.06414282	98.88217125552778	38.54797	40.00296	59.98979
1.9375	6.401856	0.06405461	98.88048768545723	38.6286	40.0001	59.9988
1.945834	6.401612	0.0639771	98.87671895979464	38.70938	40.01594	59.99731
1.954166	6.401231	0.06394493	98.87083418734613	38.79271	39.97294	60.00961
1.9625	6.400868	0.0639262	98.8652274356432	38.86869	40.0234	59.97434
1.970833	6.400449	0.06385849	98.85875573050956	38.9461	40.00605	60.00229
1.979166	6.399871	0.06373482	98.84982817545642	39.02634	40.00684	60.01152
1.9875	6.399402	0.06363101	98.84258419047387	39.10594	39.97032	59.99727
1.995833	6.399276	0.0635787	98.84063804525468	39.1868	40.00438	60.00874
2.004166	6.399196	0.0635394	98.83940239749644	39.26706	39.9945	59.98002
2.0125	6.398807	0.06349258	98.83339406027211	39.34679	40.00017	60.0082
2.020833	6.3983	0.06344628	98.8255631426044	39.42624	40.00433	59.9756
2.029167	6.397906	0.06338898	98.81947757739518	39.50562	40.01141	60.02652
2.0375	6.397568	0.06328047	98.81425696561669	39.58695	39.96452	60.00788
2.045834	6.397132	0.06315666	98.80752268533442	39.66574	40.03904	60.01125
2.054166	6.396888	0.06308662	98.80375395967185	39.7457	39.99724	59.97216
2.0625	6.396776	0.06306684	98.80202405281034	39.82651	39.983	60.01544
2.070834	6.396481	0.06302772	98.79746760170191	39.90528	39.9935	59.98552
2.079166	6.395912	0.06295356	98.78867905702158	39.98617	40.00311	59.9947
2.0875	6.395428	0.06286871	98.78120338808436	40.06636	40.00741	60.00601
2.095833	6.395196	0.06278105	98.77762000958555	40.14844	40.0155	60.00766
2.104167	6.394978	0.06268075	98.7742528694444	40.2256	39.97294	59.98526
2.1125	6.394724	0.06260449	98.77032968781204	40.30638	40.02605	60.00086
2.120834	6.39452	0.06257168	98.76717878602858	40.38543	39.9925	60.01324
2.129166	6.394298	0.06255541	98.76374986349954	40.46564	40.01475	59.9771
2.1375	6.39388	0.06248994	98.75729360396285	40.54465	39.97288	60.02528
2.145833	6.393368	0.06239512	98.74938545831024	40.62395	39.99782	60.0083
2.154167	6.393061	0.06231623	98.7446436600381	40.70502	40.0122	60.00549
2.1625	6.392978	0.06226343	98.74336167548894	40.78485	39.98578	60.0006
2.170834	6.392788	0.06220966	98.74042701206317	40.8658	40.01316	59.96348
2.179166	6.39238	0.06216938	98.73412520849625	40.94652	40.00439	60.00326
2.1875	6.39194	0.06215468	98.72732914582605	41.02776	39.99714	60.023
2.195834	6.391586	0.06211904	98.72186140449594	41.10613	40.00356	59.98222
2.204166	6.391158	0.06203388	98.71525068898947	41.18746	39.98285	60.02411
2.2125	6.390818	0.06194632	98.70999918601704	41.26476	40.03333	59.96949
2.220833	6.390664	0.06189703	98.70762056408246	41.34529	39.96452	60.01402
2.229167	6.390506	0.06187508	98.70518015975999	41.42666	40.01748	60.00308
2.2375	6.390142	0.06183534	98.69955796246009	41.50744	40.01482	60.01465
2.245834	6.389638	0.06177868	98.69177338158332	41.58722	39.98418	59.96606
2.254166	6.38923	0.0617144	98.6854715780164	41.66591	40.00515	60.02712
2.2625	6.38894	0.06163624	98.68099235489287	41.74613	39.96963	59.98279
2.270833	6.388688	0.06154022	98.67710006445446	41.82595	40.02859	60.02236
2.279167	6.388422	0.06147366	98.67299153565841	41.90874	40.00488	59.99057
2.2875	6.38822	0.06145844	98.66987152506888	41.98634	39.99716	60.0041
2.295834	6.387948	0.06144485	98.66567032269094	42.06838	40.00125	59.99396
2.304166	6.38746	0.06138441	98.65813287136582	42.14609	39.9768	59.98308
2.3125	6.386968	0.06130356	98.65053363765279	42.22885	40.01024	60.00652
2.320834	6.386663	0.06125156	98.64582273057458	42.30552	39.99633	60.0077
2.329166	6.386499	0.06118208	98.64328965267022	42.38782	40.01051	60.00332
2.3375	6.386234	0.06112061	98.63919656947112	42.4672	39.99103	59.98645
2.345833	6.38594	0.06107913	98.63465556395967	42.54692	40.0047	59.99297
2.354167	6.385664	0.06104546	98.63039257919382	42.62666	39.9955	60.00639
2.3625	6.385246	0.06097239	98.62393631965713	42.71018	40.00384	60.01518
2.370834	6.38484	0.06088945	98.61766540728416	42.78804	39.99779	59.9952
2.379166	6.384519	0.0608028	98.61270737065432	42.86702	40.0182	59.99018
2.3875	6.384378	0.06074392	98.61052954148046	42.94861	39.98762	59.9909
2.395833	6.384205	0.06069553	98.60785745320331	43.02994	39.99762	60.02789
2.404167	6.383862	0.06064138	98.60255961343995	43.10912	40.00888	59.95468
2.4125	6.383457	0.06059142	98.59630414666397	43.19164	39.99563	60.03113
2.420834	6.383068	0.06053351	98.59029580943964	43.27096	40.00218	60.01286
2.429166	6.382751	0.06045196	98.5853995551977	43.35137	40.00009	59.97312
2.4375	6.382463	0.06036671	98.58095122326812	43.4304	39.99336	60.02734
2.445834	6.382271	0.06031443	98.5779856686484	43.51124	40.00742	59.9982
2.454166	6.382063	0.06029676	98.57477298447701	43.59164	39.99292	59.98894
2.4625	6.381756	0.06027394	98.57003118620486	43.67076	39.99546	60.01021
2.470833	6.38133	0.06023374	98.56345136189233	43.7517	40.00848	59.98314
2.479167	6.380979	0.0601855	98.55802995735316	43.83252	39.98865	60.01269
2.4875	6.38067	0.06013468	98.55325726788703	43.91494	39.99766	59.99863
2.495834	6.380379	0.06007964	98.54876259916652	43.9929	40.01187	59.99732
2.504166	6.380113	0.06003937	98.54465407037044	44.07364	40.00137	60.01665
2.5125	6.37978	0.060034	98.53951068657688	44.15516	39.98677	59.99568
2.520833	6.379443	0.06003506	98.53430552039538	44.2336	39.98003	59.95717
2.529167	6.379018	0.06000932	98.52774114167984	44.31258	40.02358	60.03916
2.5375	6.378652	0.05996744	98.52208805318597	44.3955	40.00904	59.99814
2.545834	6.378356	0.05993515	98.51751615648058	44.47238	39.99497	60.00082
2.554166	6.37813	0.05991299	98.5140254515636	44.55723	40.00648	60.01457
2.5625	6.377926	0.05989318	98.51087454978016	44.63714	39.99854	59.98856
2.570834	6.377621	0.05988922	98.50616364270195	44.71958	39.99497	60.00493
2.579166	6.377234	0.05989314	98.50018619667156	44.79822	40.00051	59.97857
2.5875	6.37687	0.05988164	98.49456399937168	44.87984	40.01064	60.00418
2.595833	6.376514	0.05984941	98.48906536684761	44.96074	39.99238	60.00234
2.604167	6.376279	0.05982512	98.48543565155784	45.04146	39.99644	60.03048
2.6125	6.37606	0.05982506	98.48205306581971	45.12262	39.99822	59.98418
2.620834	6.375867	0.05982994	98.479072065603	45.20404	40.00294	59.9766
2.629166	6.375504	0.05983308	98.47346531390009	45.28178	39.9888	60.0138
2.6375	6.375139	0.05983453	98.46782767100322	45.36289	40.03285	60.00836
2.645833	6.374724	0.05982686	98.46141774825745	45.44426	39.97944	59.99587
2.654167	6.374395	0.05980288	98.45633614685178	45.52744	40.01065	59.97828
2.6625	6.374132	0.05977312	98.45227395484665	45.606	40.011	60.01476
2.670834	6.373894	0.05976279	98.44859790276594	45.6849	39.9741	60.00046
2.679166	6.373579	0.05977693	98.44373253971797	45.7681	39.99587	60.00002
2.6875	6.37327	0.0597818	98.43895985025183	45.84638	40.00884	60.0132
2.695834	6.37289	0.05976388	98.4330905234003	45.92863	39.99365	59.9894
2.704166	6.372472	0.05973776	98.42663426386362	46.01	40.00974	60.00937
2.7125	6.372127	0.05971736	98.4213055329063	46.08994	40.00298	60.0184
2.720833	6.371909	0.05969796	98.41793839276515	46.17154	40.01172	59.98204
2.729167	6.371675	0.0596884	98.41432412307236	46.25282	39.98578	60.00032
2.7375	6.37137	0.05969145	98.40961321599416	46.33266	39.9929	59.98416
2.745834	6.370945	0.05968744	98.40304883727862	46.41455	39.98384	59.9885
2.754166	6.37055	0.05966638	98.39694782647241	46.49379	40.02206	60.0102
2.7625	6.370227	0.05963501	98.39195889864861	46.5745	39.99438	59.97479
2.770833	6.369965	0.05960597	98.38791215224045	46.65799	39.99584	60.02474
2.779167	6.369696	0.05959301	98.38375728665343	46.73817	39.9896	60.00562
2.7875	6.369485	0.05958768	98.38049826569114	46.81944	40.02854	59.99973
2.795834	6.369204	0.0595767	98.3761580529404	46.90079	39.98068	59.98861
2.804166	6.368801	0.05956654	98.36993347735839	46.98015	40.01933	60.00848
2.8125	6.368379	0.05954968	98.36341543543378	47.06125	39.98137	60.0025
2.820834	6.368074	0.05951338	98.35870452835557	47.14335	40.02532	59.99745
2.829166	6.367824	0.0594862	98.35484312911113	47.22488	39.98552	60.00961
2.8375	6.3676	0.05948711	98.35138331538813	47.30613	40.05309	60.00074
2.845833	6.36734	0.05948707	98.34736746017391	47.38918	39.92789	59.99124
2.854167	6.367012	0.05948404	98.34230130436521	47.46869	40.01567	59.99136
2.8625	6.366674	0.05947769	98.33708069258674	47.55103	39.98986	60.01512
2.870834	6.366287	0.05946426	98.33110324655637	47.63193	40.01462	59.98461
2.879166	6.365925	0.05944961	98.32551194045041	47.70837	39.97324	60.00656
2.8875	6.365713	0.05944265	98.32223747389115	47.79248	40.02372	60.01253
2.895833	6.365494	0.05944351	98.31885488815301	47.87116	39.9961	59.99776
2.904167	6.365109	0.05944314	98.31290833331661	47.95688	39.99125	59.9951
2.9125	6.364711	0.05944051	98.30676098571945	48.0357	40.01103	59.99146
2.920834	6.36434	0.05943482	98.30103066924073	48.11773	39.99203	59.99312
2.929166	6.364011	0.05942432	98.29594906783504	48.19802	39.99345	60.01696
2.9375	6.36366	0.05941443	98.29052766329586	48.28158	40.03034	59.9416
2.945834	6.363386	0.05941489	98.28629556972398	48.36174	39.97407	60.04437
