05/07/2023 14:07:08
User name: Gabs
Comments: programa 3
Time (min)	Weight (mg)	Deriv. Weight (%/°C)	Relative Mass (%)	Temperature (°C)	Balance Purge Flow (mL/min)	Sample Purge Flow (mL/min)
21.85416	5.763586	0.008808481	87.32891303754928	237.4459	39.99972	59.99547
21.8625	5.763544	0.008808501	87.328276660414	237.5287	40.01328	60.00338
21.87083	5.763476	0.008812264	87.32724633552833	237.6102	39.99312	59.99966
21.87917	5.76343	0.008814259	87.32654935104685	237.695	40.0197	60.01057
21.8875	5.763381	0.008819089	87.3258069110557	237.779	39.96906	59.99372
21.89584	5.763346	0.008817801	87.3252765967763	237.8623	40.01132	59.98264
21.90417	5.763293	0.008818188	87.32447354943893	237.9457	39.99738	60.0352
21.9125	5.763246	0.008825887	87.32376141312088	238.028	40.00888	59.96713
21.92084	5.763175	0.008825925	87.32268563272555	238.1117	39.98998	60.23329
21.92917	5.763069	0.00882216	87.32107953805081	238.1944	39.99703	60.0028
21.9375	5.763012	0.008815705	87.32021588336723	238.2781	40.00522	59.9948
21.94583	5.762938	0.008809344	87.31909464746222	238.3619	40.01377	60.00776
21.95416	5.762922	0.008798812	87.31885221807735	238.4436	39.98947	59.9703
21.9625	5.762962	0.008797265	87.31945829153952	238.5266	40.00698	60.01226
21.97083	5.762936	0.008798156	87.31906434378911	238.6102	39.97598	59.99598
21.97916	5.76283	0.008799931	87.31745824911438	238.6948	40.00854	59.97392
21.9875	5.762737	0.008803895	87.31604912831486	238.7768	40.00956	60.0357
21.99583	5.762719	0.008808014	87.31577639525688	238.8608	39.99896	59.99714
22.00417	5.762661	0.008803006	87.31489758873673	238.9432	39.99532	60.00432
22.0125	5.762615	0.008799087	87.31420060425525	239.0284	39.9826	60.00188
22.02084	5.762587	0.008795411	87.31377635283172	239.1103	40.02405	59.99433
22.02917	5.762554	0.008798938	87.31327634222545	239.1968	39.97584	60.0091
22.0375	5.762489	0.008804101	87.31229147284944	239.2768	40.0175	59.99544
22.04584	5.762407	0.008813038	87.31104902225198	239.3598	40.00687	59.99062
22.05417	5.762354	0.008821144	87.31024597491462	239.4426	39.97168	60.01601
22.0625	5.762294	0.008835488	87.30933686472137	239.5264	40.01804	59.98067
22.07083	5.762214	0.008844071	87.30812471779706	239.6112	40.00653	59.99807
22.07916	5.762205	0.00885064	87.30798835126807	239.6935	40.00418	60.00082
22.0875	5.762182	0.008858212	87.30763985902732	239.7782	39.97656	59.9921
22.09583	5.762144	0.008867011	87.30706408923827	239.8602	39.9979	60.02789
22.10416	5.762114	0.008870076	87.30660953414164	239.9424	39.99893	60.00438
22.1125	5.762055	0.008872916	87.30571557578494	240.027	40.00063	59.98031
22.12083	5.762011	0.008869797	87.30504889497657	240.1108	40.03056	59.97518
22.12917	5.761954	0.008851403	87.30418524029298	240.1925	39.99696	60.03445
22.1375	5.761876	0.008830672	87.30300339704175	240.2778	40.00291	59.98169
22.14584	5.76179	0.008820336	87.3017003390981	240.3584	39.97716	59.999
22.15417	5.761732	0.008815758	87.30082153257797	240.4434	40.0046	60.02594
22.1625	5.761704	0.008805038	87.30039728115445	240.5274	40.01011	59.97484
22.17084	5.76167	0.008792781	87.29988211871161	240.6092	39.98372	60.01067
22.17917	5.761598	0.008788746	87.29879118647972	240.6931	40.00248	59.99328
22.1875	5.761547	0.008787991	87.29801844281546	240.7766	39.99576	59.99891
22.19583	5.761526	0.00878197	87.29770025424783	240.8582	40.01978	60.01758
22.20416	5.761542	0.008782793	87.29794268363268	240.943	40.00626	59.98118
22.2125	5.761484	0.008795266	87.29706387711256	241.0244	39.99985	60.00731
22.22083	5.761401	0.008799494	87.29580627467857	241.109	39.96546	60.00375
22.22916	5.761308	0.008810116	87.29439715387902	241.1919	40.01352	60.01641
22.2375	5.761313	0.008818253	87.29447291306181	241.2754	40.02533	59.9939
22.24583	5.761297	0.008821863	87.29423048367693	241.3579	39.96362	59.99101
22.25417	5.761254	0.008823566	87.29357895470511	241.4419	40.01511	59.97418
22.2625	5.76117	0.008819215	87.29230620043455	241.5245	40.01209	60.04322
22.27084	5.761085	0.008813262	87.29101829432744	241.6086	39.99672	60.00972
22.27917	5.761078	0.008807457	87.29091223147158	241.6922	40.02382	59.99546
22.2875	5.761016	0.008797661	87.28997281760522	241.7748	39.97616	59.99324
22.29584	5.760948	0.008792138	87.28894249271954	241.8568	40.00789	59.98965
22.30417	5.760932	0.008788109	87.28870006333469	241.9406	39.98431	60.01245
22.3125	5.76088	0.008787543	87.28791216783387	242.0244	39.99586	59.99641
22.32083	5.76082	0.008796311	87.28700305764062	242.1082	40.00519	59.9946
22.32916	5.760789	0.008794672	87.28653335070744	242.1916	39.96864	59.9875
22.3375	5.76077	0.008794636	87.28624546581291	242.2744	40.04116	59.99696
22.34583	5.760732	0.008795058	87.28566969602386	242.3567	39.99765	60.03604
22.35416	5.760668	0.008792508	87.2846999784844	242.4404	39.97933	59.98174
22.3625	5.7606	0.008793712	87.28366965359872	242.5233	40.0206	59.9981
22.37083	5.76055	0.008790194	87.28291206177101	242.606	40.00961	59.99377
22.37917	5.760506	0.008789618	87.28224538096264	242.6906	40.01194	59.98791
22.3875	5.76042	0.008789211	87.28094232301898	242.7741	39.95023	59.97894
22.39584	5.760366	0.008784118	87.28012412384506	242.8567	40.00907	60.0456
22.40417	5.76034	0.008778575	87.27973017609465	242.9385	40.05346	59.99879
22.4125	5.760256	0.008773518	87.2784574218241	243.0246	39.95314	60.00569
22.42084	5.760229	0.008769378	87.27804832223714	243.1058	40.01546	59.99711
22.42917	5.76019	0.008764764	87.27745740061152	243.1897	39.98953	60.00738
22.4375	5.760132	0.008763915	87.27657859409139	243.272	40.02391	59.96762
22.44583	5.760078	0.008765738	87.27576039491748	243.3551	39.97983	60.03071
22.45416	5.760043	0.008767609	87.27523008063808	243.4389	39.98575	59.9895
22.4625	5.759979	0.008766632	87.27426036309862	243.5228	40.01682	59.97808
22.47083	5.759903	0.008754539	87.2731088235205	243.6057	39.9982	60.02926
22.47916	5.75986	0.008732066	87.27245729454867	243.6905	40.00592	60.02562
22.4875	5.759817	0.008719474	87.27180576557684	243.772	39.98192	59.94746
22.49583	5.759768	0.008720562	87.2710633255857	243.8543	39.99344	60.01507
22.50417	5.759728	0.008718224	87.27045725212353	243.939	40.00842	59.98418
22.5125	5.759645	0.008716415	87.26919964968954	244.0214	40.03448	60.0158
22.52084	5.759601	0.008711711	87.26853296888116	244.1055	39.96918	59.9864
22.52917	5.759566	0.008704415	87.26800265460177	244.189	40.01066	59.99166
22.5375	5.759509	0.008697956	87.26713899991819	244.2711	39.998	60.01382
22.54584	5.759456	0.008693291	87.26633595258082	244.3536	39.96643	59.9925
22.55417	5.7594	0.008697701	87.2654874497338	244.4394	40.03711	59.99096
22.5625	5.759319	0.008694158	87.26426015097289	244.5212	39.99883	59.9975
22.57083	5.75931	0.008689345	87.26412378444391	244.6049	40.00628	60.04133
22.57916	5.759264	0.008694086	87.26342679996243	244.6868	39.99156	59.99379
22.5875	5.759207	0.008692528	87.26256314527885	244.7704	39.98679	59.99892
22.59583	5.759149	0.008690101	87.2616843387587	244.8532	40.00656	59.98542
22.60416	5.75918	0.008685019	87.26215404569187	244.9375	39.98062	60.011
22.6125	5.759158	0.008679168	87.26182070528769	245.0202	40.014	60.01359
22.62083	5.759166	0.008675754	87.26194191998012	245.1037	40.00542	59.95594
22.62917	5.759203	0.008668549	87.26250253793263	245.1862	39.99686	60.02021
22.6375	5.759148	0.008659691	87.26166918692215	245.2694	40.0165	60.01342
22.64584	5.75907	0.008657028	87.26048734367093	245.3546	39.99288	60.0035
22.65417	5.758989	0.008657426	87.25926004491005	245.437	40.00808	59.9772
22.6625	5.758942	0.008654672	87.258547908592	245.5215	39.99592	59.99265
22.67084	5.758853	0.008648416	87.2571993951387	245.6038	40.00452	59.99449
22.67917	5.758755	0.008640499	87.25571451515638	245.6878	39.98785	60.01215
22.6875	5.758678	0.008634258	87.25454782374172	245.7704	39.98136	60.01668
22.69583	5.758636	0.008626379	87.25391144660645	245.8527	40.01236	59.97762
22.70416	5.758589	0.008621416	87.2531993102884	245.936	40.03496	59.97949
22.7125	5.75852	0.008606858	87.25215383356617	246.0198	39.96155	60.05618
22.72083	5.758471	0.008592241	87.25141139357501	246.1013	39.99116	59.98016
22.72916	5.758396	0.00857822	87.25027500583347	246.187	40.02694	60.01392
22.7375	5.758374	0.008572397	87.24994166542926	246.2684	40.01414	59.95947
22.74583	5.758342	0.008563453	87.24945680665954	246.3528	40.00142	60.02737
22.75417	5.758322	0.008555832	87.24915376992845	246.4358	39.96252	60.00834
22.7625	5.758304	0.008548556	87.24888103687049	246.5199	40.0191	59.97692
22.77084	5.758244	0.008543163	87.24797192667725	246.6026	39.99463	60.03189
22.77917	5.758194	0.008547169	87.24721433484952	246.6865	40.00946	59.97456
22.7875	5.758191	0.008541602	87.24716887933988	246.7672	39.97837	60.0111
22.79584	5.758155	0.008537754	87.24662341322393	246.8535	40.0076	59.99769
22.80417	5.758098	0.008537736	87.24575975854034	246.9345	40.00687	60.0268
22.8125	5.75803	0.008533234	87.24472943365465	247.017	40.00752	59.95588
22.82083	5.757926	0.008526809	87.24315364265304	247.1	40.0009	60.01007
22.82916	5.757932	0.008519276	87.24324455367235	247.1846	40.01664	59.98707
22.8375	5.757893	0.008509999	87.24265363204675	247.268	39.97192	60.01412
22.84583	5.757824	0.008489576	87.24160815532451	247.3498	39.99281	60.00132
22.85416	5.757758	0.008474845	87.24060813411194	247.4338	40.0091	60.00709
22.8625	5.757665	0.008454648	87.2391990133124	247.5179	39.99561	59.99537
22.87083	5.757613	0.008441876	87.2384111178116	247.6006	40.01614	59.97784
22.87917	5.757563	0.008420678	87.23765352598389	247.686	39.99519	60.03542
22.8875	5.757508	0.008396137	87.2368201749734	247.7688	39.9972	59.96894
22.89584	5.757496	0.008377641	87.23663835293476	247.8522	40.01321	60.02107
22.90417	5.757456	0.008363742	87.23603227947261	247.935	39.97451	59.9945
22.9125	5.757412	0.008346645	87.23536559866423	248.0166	40.00286	59.99982
22.92084	5.757348	0.008338886	87.23439588112475	248.0993	39.99744	60.0282
22.92917	5.757286	0.008329331	87.23345646725839	248.185	40.00625	59.96961
22.9375	5.757257	0.00832174	87.23301706399833	248.2685	40.01348	60.03213
22.94583	5.757198	0.00831694	87.23212310564163	248.3521	39.9878	59.95605
22.95416	5.757182	0.008307036	87.23188067625678	248.4354	40.00128	59.99994
22.9625	5.757185	0.008297478	87.23192613176643	248.5174	40.00668	60.0348
22.97083	5.757166	0.008289259	87.2316382468719	248.6012	39.97895	59.97774
22.97916	5.757159	0.008283196	87.23153218401603	248.6836	39.99337	60.01164
22.9875	5.757092	0.008274816	87.2305170109669	248.7669	40.02203	59.97612
22.99583	5.756997	0.008261772	87.22907758649427	248.8506	39.99504	60.03802
23.00417	5.756919	0.00825141	87.22789574324304	248.933	39.9677	59.984
23.0125	5.75686	0.008240814	87.22700178488635	249.0156	40.02914	60.00566
23.02084	5.756836	0.008242732	87.22663814080906	249.1002	40.00422	60.009
23.02917	5.75681	0.00824077	87.22624419305865	249.1825	39.9905	59.98132
23.0375	5.756739	0.008231849	87.2251684126633	249.2672	40.00269	59.98135
23.04584	5.756669	0.008228447	87.2241077841045	249.3494	39.99578	60.00162
23.05417	5.756572	0.008222716	87.22263805595877	249.434	40.00982	60.02957
23.0625	5.75656	0.00821857	87.22245623392013	249.5165	40.01592	60.00312
23.07083	5.756539	0.008221878	87.22213804535248	249.5974	39.97824	59.97014
23.07916	5.756479	0.008223457	87.22122893515923	249.6833	40.0136	60.00787
23.0875	5.75645	0.00822455	87.22078953189917	249.7666	39.99644	59.99584
23.09583	5.756396	0.00822698	87.21997133272524	249.8502	39.98792	60.01441
23.10416	5.756363	0.00823789	87.21947132211896	249.9334	40.00461	59.98282
23.1125	5.756306	0.00824472	87.21860766743538	250.0164	39.99482	60.02016
23.12083	5.75625	0.008250732	87.21775916458834	250.0994	40.0274	59.99182
23.12917	5.756214	0.008250731	87.21721369847239	250.1826	39.98659	60.00195
23.1375	5.75618	0.00823941	87.21669853602954	250.2669	40.00888	60.01418
23.14584	5.756104	0.008228379	87.21554699645144	250.349	39.98898	60.00264
23.15417	5.756054	0.008219952	87.21478940462374	250.4329	40.00032	59.971
23.1625	5.756048	0.008207059	87.21469849360442	250.515	39.99602	60.01407
23.17084	5.756036	0.008194512	87.21451667156576	250.5984	39.98792	60.0194
23.17917	5.755991	0.008182066	87.21383483892083	250.6826	40.02519	59.96975
23.1875	5.755956	0.00817874	87.21330452464144	250.7667	40.0031	60.01624
23.19583	5.755945	0.008173972	87.21313785443934	250.849	39.97355	60.01154
23.20416	5.7559	0.008172285	87.21245602179441	250.932	40.00747	59.98801
23.2125	5.755857	0.008163013	87.21180449282258	251.015	40.00189	59.98068
23.22083	5.755806	0.0081594	87.21103174915832	251.0988	40.01201	59.99455
23.22916	5.755762	0.00815292	87.21036506834994	251.1823	39.9924	60.01568
23.2375	5.75573	0.008147903	87.2098802095802	251.266	39.9888	60.00049
23.24583	5.75568	0.008138819	87.2091226177525	251.3502	39.993	59.99294
23.25417	5.755594	0.008132656	87.20781955980885	251.4316	40.01836	60.0183
23.2625	5.755503	0.00812431	87.20644074268242	251.5145	40.01684	59.98865
23.27084	5.755436	0.008112774	87.2054255696333	251.5996	39.98758	59.99348
23.27917	5.755367	0.008114978	87.20438009291107	251.6824	40.0026	60.02316
23.2875	5.755334	0.008120918	87.20388008230479	251.7656	39.99344	59.99014
23.29584	5.755284	0.008124318	87.20312249047707	251.8485	39.97656	59.98339
23.30417	5.755245	0.008124757	87.20253156885147	251.9306	40.02881	60.07184
23.3125	5.7552	0.008127762	87.20184973620654	252.0138	39.9823	59.92196
23.32083	5.755168	0.00812815	87.2013648774368	252.0986	39.99779	60.01298
23.32916	5.755152	0.008138695	87.20112244805193	252.1826	40.01687	59.99864
23.3375	5.755132	0.008143585	87.20081941132085	252.2632	39.9992	59.99071
23.34583	5.755158	0.008148109	87.20121335907125	252.3494	39.99964	60.01644
23.35416	5.75509	0.008153084	87.20018303418557	252.4286	39.99202	59.99876
23.3625	5.755078	0.008158437	87.20000121214693	252.5134	39.99444	60.01186
23.37083	5.755012	0.008168344	87.19900119093435	252.597	40.01012	59.9779
23.37917	5.755024	0.008183119	87.19918301297301	252.6803	39.99567	60.0275
23.3875	5.75501	0.008189566	87.19897088726125	252.764	40.0085	59.96386
23.39584	5.754974	0.008203798	87.1984254211453	252.845	39.9704	60.00282
23.40417	5.754916	0.00820855	87.19754661462515	252.9313	40.0306	60.0393
23.4125	5.754853	0.008215429	87.19659204892226	253.0148	39.99133	59.99462
23.42084	5.754776	0.008221374	87.19542535750759	253.0965	40.01068	59.96986
23.42917	5.754717	0.008227125	87.1945313991509	253.1793	39.99669	59.99556
23.4375	5.754635	0.008236422	87.19328894855346	253.2639	40.01219	60.04129
23.44583	5.754558	0.008236556	87.19212225713879	253.3459	39.99737	59.99642
23.45416	5.754549	0.008238678	87.1919858906098	253.4316	39.98961	59.96812
23.4625	5.7545	0.00824304	87.19124345061866	253.5128	40.00432	60.00516
23.47083	5.754444	0.008240009	87.19039494777164	253.5962	39.98154	60.01294
23.47916	5.75441	0.00823287	87.18987978532878	253.6784	40.0127	59.98322
23.4875	5.754385	0.008220644	87.18950098941494	253.765	39.99209	59.9933
23.49583	5.75438	0.008202843	87.18942523023216	253.8467	40.01338	59.99937
23.50417	5.754343	0.008192781	87.18886461227967	253.9293	39.98482	60.01144
23.5125	5.754282	0.008193566	87.18794035024986	254.0125	40.01978	59.98186
23.52084	5.754174	0.00819991	87.186303951902	254.0963	39.98899	60.0294
23.52917	5.75413	0.00819892	87.18563727109363	254.1797	40.01128	59.97888
23.5375	5.754121	0.008195716	87.18550090456463	254.2619	39.96284	60.01035
23.54584	5.754062	0.008188884	87.18460694620795	254.3453	40.02075	59.9968
23.55417	5.75403	0.008185369	87.18412208743823	254.4292	40.00561	59.99285
23.5625	5.75397	0.008175106	87.18321297724498	254.5125	39.98622	60.01562
23.57083	5.753918	0.008174285	87.18242508174416	254.597	40.00753	59.99564
23.57916	5.75385	0.008164466	87.18139475685848	254.6801	40.01252	59.98314
23.5875	5.75379	0.0081613	87.18048564666525	254.7642	39.97383	60.0325
23.59583	5.753734	0.008156499	87.1796371438182	254.8475	40.03736	60.0019
23.60416	5.753674	0.00815391	87.17872803362496	254.9297	39.99121	59.97759
23.6125	5.753585	0.008141539	87.17737952017166	255.0137	39.98676	59.983
23.62083	5.753524	0.008135358	87.17645525814184	255.0975	40.01354	60.03515
23.62917	5.7535	0.008132175	87.17609161406455	255.1795	39.99244	59.97774
23.6375	5.753461	0.008128002	87.17550069243893	255.2617	40.0054	60.00636
23.64584	5.753406	0.008124839	87.17466734142846	255.346	39.99354	60.01828
23.65417	5.753348	0.008122112	87.17378853490833	255.4302	39.98254	60.00102
23.6625	5.753362	0.008119179	87.17400066062008	255.5135	39.9968	59.9943
23.67084	5.753324	0.008115119	87.17342489083101	255.5957	40.02512	59.97734
23.67917	5.753299	0.008117089	87.17304609491717	255.6775	39.99182	60.00722
23.6875	5.753231	0.008105897	87.17201577003149	255.7611	40.00771	60.00948
23.69583	5.753222	0.008102559	87.1718794035025	255.8447	40.00655	60.00161
23.70416	5.753168	0.008097363	87.17106120432857	255.9274	39.97994	59.97363
23.7125	5.753162	0.008085058	87.17097029330925	256.0122	40.01	60.03793
23.72083	5.753118	0.008072891	87.17030361250087	256.0961	40.00496	59.97034
23.72916	5.753086	0.008056678	87.16981875373115	256.1787	39.98687	60.0211
23.7375	5.753075	0.008046758	87.16965208352904	256.2618	40.00856	59.99537
23.74583	5.753062	0.008033738	87.16945510965385	256.3457	39.9996	59.98796
23.75417	5.753014	0.008028794	87.16872782149926	256.4286	39.99668	60.01372
23.7625	5.752971	0.008019501	87.16807629252742	256.5106	40.00421	59.98237
23.77084	5.75292	0.008016175	87.16730354886316	256.595	39.98453	60.01839
23.77917	5.752782	0.008009836	87.1652125954187	256.6782	40.01113	59.98868
23.7875	5.752691	0.008006593	87.16383377829227	256.7602	39.98276	60.06186
23.79584	5.752602	0.00800496	87.16248526483896	256.8451	40.01672	59.94986
23.80417	5.752541	0.008011655	87.16156100280915	256.9275	39.99952	59.98829
23.8125	5.752468	0.008005768	87.16045491874071	257.0119	39.99236	59.97895
23.82083	5.752422	0.00800907	87.15975793425922	257.0944	40.00076	60.00066
23.82916	5.752388	0.008008856	87.15924277181637	257.176	40.006	60.03746
23.8375	5.752338	0.008009422	87.15848517998867	257.2611	39.99488	59.99015
23.84583	5.752274	0.008010864	87.15751546244921	257.3436	40.01411	60.01379
23.85416	5.75223	0.00800042	87.15684878164083	257.4279	39.99978	59.98897
23.8625	5.752178	0.007994614	87.15606088614001	257.5105	39.99402	59.99437
23.87083	5.752141	0.007976622	87.15550026818751	257.5935	40.00181	59.9919
23.87917	5.752068	0.007954181	87.15439418411907	257.6782	39.98942	60.01516
23.8875	5.752068	0.007938932	87.15439418411907	257.7623	40.00565	59.99695
23.89584	5.752015	0.007920247	87.1535911367817	257.8444	40.01278	59.99903
23.90417	5.752003	0.007902956	87.15340931474304	257.9276	39.99742	60.00744
23.9125	5.751955	0.007885719	87.15268202658845	258.0117	40.01386	59.98129
23.92084	5.751904	0.007866744	87.15190928292418	258.0933	39.99512	60.0025
23.92917	5.75187	0.007852638	87.15139412048136	258.1782	39.98158	60.00581
23.9375	5.751826	0.007834476	87.15072743967298	258.2604	39.97454	60.00546
23.94583	5.751826	0.007823026	87.15072743967298	258.3452	40.01346	59.98695
23.95416	5.751816	0.007817239	87.15057592130742	258.4287	40.02865	60.00488
23.9625	5.751768	0.007807056	87.14984863315284	258.51	39.99194	60.02882
23.97083	5.75174	0.007795488	87.14942438172932	258.5944	39.99743	59.95948
23.97916	5.751724	0.007779878	87.14918195234446	258.6776	39.98298	59.9983
23.9875	5.751682	0.007770843	87.14854557520917	258.761	40.01672	60.0343
23.99583	5.751676	0.007764942	87.14845466418984	258.8443	40.00984	59.98037
24.00417	5.751629	0.007752374	87.14774252787181	258.9262	39.98534	59.99676
24.0125	5.751532	0.007733032	87.14627279972606	259.0096	40.02146	59.98139
24.02084	5.751445	0.007715124	87.14495458994585	259.0949	39.9615	60.0074
24.02917	5.751422	0.007709451	87.14460609770511	259.1769	40.03631	60.00678
24.0375	5.751372	0.007702716	87.1438485058774	259.2611	39.99881	60.00946
24.04584	5.751363	0.007690859	87.14371213934841	259.3444	39.95584	60.0003
24.05417	5.75136	0.007671778	87.14366668383875	259.4298	40.01983	59.96875
24.0625	5.751356	0.00767464	87.14360607649255	259.5114	40.02256	60.02193
24.07083	5.751294	0.007668012	87.14266666262618	259.5952	39.99206	60.0095
24.07916	5.751278	0.007660182	87.14242423324133	259.6776	39.9888	60.01087
24.0875	5.751222	0.007653585	87.1415757303943	259.7618	40.00761	59.9858
24.09583	5.751166	0.007645472	87.14072722754726	259.8436	40.00024	59.99074
24.10416	5.751113	0.007637629	87.13992418020989	259.9268	39.99105	60.00895
24.1125	5.75112	0.007628798	87.14003024306577	260.0112	39.9994	60.01528
24.12083	5.751062	0.007624306	87.13915143654563	260.0936	40.0229	59.97669
24.12917	5.751009	0.00762155	87.13834838920825	260.1786	39.99141	59.98782
24.1375	5.750965	0.007619194	87.13768170839988	260.2612	39.9745	60.03
24.14584	5.750889	0.007617018	87.13653016882176	260.344	40.01315	59.98287
24.15417	5.750854	0.007613679	87.13599985454238	260.4286	40.01302	60.01797
24.1625	5.750842	0.007623056	87.13581803250372	260.5109	40.01436	59.98734
24.17084	5.7508	0.007619655	87.13518165536846	260.595	39.98019	60.01678
24.17917	5.750729	0.007612712	87.13410587497312	260.6784	40.02563	60.0001
24.1875	5.750679	0.007613481	87.13334828314541	260.76	39.98186	59.99472
24.19583	5.750628	0.007619394	87.13257553948114	260.8444	40.00839	60.00379
24.20416	5.75061	0.007615887	87.13230280642317	260.9288	39.97038	59.99394
24.2125	5.750535	0.007618881	87.13116641868162	261.0087	39.99244	60.03155
24.22083	5.750516	0.007620124	87.1308785337871	261.0936	40.01204	59.99172
24.22916	5.75052	0.007617485	87.1309391411333	261.1781	40.00402	59.97283
24.2375	5.750462	0.007615951	87.13006033461316	261.2617	39.99214	60.00046
24.24583	5.750419	0.007612466	87.12940880564133	261.3453	39.9845	59.98944
24.25417	5.750332	0.007605189	87.12809059586112	261.4286	40.042	60.012
24.2625	5.750282	0.007581732	87.12733300403343	261.5107	39.992	59.9766
24.27084	5.750226	0.007568445	87.12648450118638	261.5968	39.99643	60.0257
24.27917	5.750196	0.007558638	87.12602994608977	261.677	39.98794	60.01798
24.2875	5.750188	0.007551444	87.12590873139733	261.7598	40.01224	59.96137
24.29584	5.750137	0.007548535	87.12513598773307	261.8448	40.00437	59.9935
24.30417	5.750064	0.007552424	87.12402990366462	261.9287	39.9832	60.02799
24.3125	5.750043	0.007555394	87.12371171509699	262.0108	39.99052	60.00088
24.32083	5.75002	0.007569744	87.12336322285626	262.0945	40.01032	59.96567
24.32916	5.749966	0.007575159	87.12254502368232	262.1786	39.98904	60.02711
24.3375	5.74988	0.0075865	87.12124196573868	262.2625	40.02688	59.97794
24.34583	5.749847	0.007594086	87.12074195513239	262.3452	39.98389	60.02221
24.35416	5.749785	0.007596499	87.11980254126604	262.4276	40.0264	60.00994
24.3625	5.7498	0.007606682	87.12002981881433	262.5126	39.98124	59.98756
24.37083	5.749818	0.007610445	87.12030255187231	262.5942	40.00406	60.0071
24.37917	5.749788	0.007604594	87.11984799677569	262.6775	39.9822	59.99361
24.3875	5.74973	0.007612494	87.11896919025554	262.7617	40.02634	60.02537
24.39584	5.749676	0.007615424	87.11815099108163	262.8444	39.97426	59.98669
24.40417	5.749606	0.007628234	87.11709036252284	262.9258	40.0274	60.01325
24.4125	5.74955	0.007634938	87.11624185967581	263.0092	39.99256	59.9722
24.42084	5.749514	0.007641446	87.11569639355986	263.093	39.99444	60.01455
24.42917	5.749465	0.007648306	87.11495395356872	263.1768	39.98057	59.98371
24.4375	5.749446	0.007649714	87.11466606867418	263.2601	40.00372	59.97529
24.44583	5.749387	0.007647224	87.11377211031748	263.3428	40.01572	60.04109
24.45416	5.749346	0.007648921	87.11315088501877	263.4284	40.00648	59.9982
24.4625	5.749299	0.007644416	87.11243874870073	263.5095	39.99524	60.00127
24.47083	5.749263	0.007644296	87.11189328258479	263.5934	39.98854	60.00222
24.47916	5.74927	0.00764806	87.11199934544067	263.6758	39.98239	59.98069
24.4875	5.749205	0.007644653	87.11101447606465	263.7596	40.00376	60.01878
24.49583	5.749129	0.007647193	87.10986293648654	263.8424	39.99812	60.00278
24.50417	5.749082	0.007641578	87.10915080016849	263.9261	40.02483	59.95916
24.5125	5.74907	0.007637095	87.10896897812984	264.0088	39.99248	60.02732
24.52084	5.749016	0.00762837	87.10815077895593	264.0928	40.00872	59.985
24.52917	5.748945	0.007630295	87.10707499856059	264.175	40.0109	60.02288
24.5375	5.748914	0.007628644	87.1066052916274	264.2588	39.9947	59.98926
24.54584	5.748871	0.00762608	87.10595376265559	264.342	40.00516	59.99701
24.55417	5.748829	0.00762561	87.1053173855203	264.426	39.97625	59.99066
24.5625	5.748754	0.007625632	87.10418099777874	264.509	40.03014	60.02613
24.57083	5.748705	0.007622907	87.1034385577876	264.5896	40.00028	60.00742
24.57916	5.74866	0.007613855	87.10275672514265	264.6765	40.00035	59.95885
24.5875	5.748624	0.007607894	87.10221125902672	264.7582	39.9761	60.02382
24.59583	5.748608	0.007599696	87.10196882964183	264.8415	40.00456	59.9752
24.60416	5.748578	0.00759457	87.10151427454522	264.9258	40.00379	60.02388
24.6125	5.748546	0.007597421	87.10102941577549	265.0074	40.01474	60.00648
24.62083	5.748515	0.007582158	87.10055970884231	265.0918	39.9626	59.9773
24.62917	5.748493	0.007571082	87.10022636843811	265.1754	40.00679	60.03367
24.6375	5.748442	0.007563324	87.09945362477386	265.2591	40.01416	59.98738
24.64584	5.748387	0.007556982	87.09862027376339	265.3411	39.98715	59.9996
24.65417	5.74835	0.007552922	87.09805965581089	265.4259	40.02317	60.08265
24.6625	5.748264	0.007546778	87.09675659786723	265.5092	39.97184	59.90759
24.67084	5.748238	0.007535705	87.09636265011682	265.5913	40.00144	60.01738
24.67917	5.748198	0.0075198	87.09575657665467	265.6759	39.98015	59.97368
24.6875	5.748142	0.007507082	87.09490807380763	265.759	40.04152	60.00359
24.69583	5.748064	0.007498812	87.09372623055641	265.841	40.01958	60.01332
24.70416	5.747998	0.007493316	87.09272620934384	265.9248	39.98134	59.98059
24.7125	5.74795	0.00747689	87.09199892118924	266.0092	40.01337	60.00689
24.72083	5.74793	0.007470544	87.09169588445816	266.0905	39.98347	59.99844
24.72916	5.74789	0.007467642	87.091089810996	266.1754	40.00114	59.99994
24.7375	5.747847	0.007450919	87.09043828202418	266.2578	39.99605	59.98987
24.74583	5.7478	0.007442024	87.08972614570612	266.3407	39.98826	60.0085
24.75417	5.747745	0.00743246	87.08889279469565	266.4242	40.01059	60.0082
24.7625	5.747724	0.007422763	87.088574606128	266.508	39.99868	60.017
24.77084	5.747708	0.00740788	87.08833217674315	266.5917	39.98235	59.97454
24.77917	5.74771	0.007403187	87.08836248041625	266.6739	40.00842	59.9891
24.7875	5.747645	0.007394162	87.08737761104024	266.758	39.98832	60.01816
24.79584	5.74759	0.007388149	87.08654426002977	266.84	40.06278	59.98163
24.80417	5.74754	0.007374512	87.08578666820206	266.9247	39.95176	60.03246
24.8125	5.747482	0.007371622	87.08490786168191	267.0069	39.9955	59.98383
24.82083	5.747422	0.007369579	87.08399875148868	267.091	40.01181	59.9995
24.82916	5.747412	0.00736456	87.08384723312312	267.1742	40.01431	60.00087
